imagedir,image,mos_quality,prompt,prompt2,new_prompt
C:/D/VQA/IC/images/abstract_639914.jpg,abstract_639914.jpg,0.264705896,a view of the side of a building with street lights,"a close up of the side of a building with street lights on it and polka dots painted on it, in front of a blue sky","a close up of the side of a building with street lights on it and polka dots painted on it, in front of a blue sky"
C:/D/VQA/IC/images/abstract_640068.jpg,abstract_640068.jpg,0.588235319,a close up of a building that has a lot of windows,a close up of several skyscrapers that are reflected in each other's glass facades,a close up of several skyscrapers that are reflected in each other's glass facades
C:/D/VQA/IC/images/abstract_640198.jpg,abstract_640198.jpg,0.279411763,an image of a close up of a person's eye,a close up shot of a person's eye with an orange iris,a close up shot of a person's eye with an orange iris
C:/D/VQA/IC/images/abstract_64111.jpg,abstract_64111.jpg,0.338235289,a black and white photo of a tall building,a close up view of the side of a tall building with many glass panes on it's facade,a close up view of the side of a tall building with many glass panes on it's facade
C:/D/VQA/IC/images/abstract_641899.jpg,abstract_641899.jpg,0.441176474,a picture of a waterfall in a forest with a dog,A waterfall cascading down the side of a cliff into a body of water. A man standing at the edge of the waterfall on a surfboard looking like he,A waterfall cascading down the side of a cliff into a body of water. A man standing at the edge of the waterfall on a surfboard looking like he
C:/D/VQA/IC/images/abstract_6421.jpg,abstract_6421.jpg,0.573529422,a close up of some light bulbs that are lit up,a group of light bulbs hanging from the ceiling in a dark room,a group of light bulbs hanging from the ceiling in a dark room
C:/D/VQA/IC/images/abstract_644420.jpg,abstract_644420.jpg,0.529411793,a picture of a building that is reflected in water,an image of a reflection of the sky and water in front of some pillars on the ground,an image of a reflection of the sky and water in front of some pillars on the ground
C:/D/VQA/IC/images/abstract_645505.jpg,abstract_645505.jpg,0.455882341,a close up of the mirror of a motorcycle,a close up of the side mirror of a motorcycle with trees in the background and reflections of the trees in the mirror,a close up of the side mirror of a motorcycle with trees in the background and reflections of the trees in the mirror
C:/D/VQA/IC/images/abstract_64571.jpg,abstract_64571.jpg,0.470588237,a close up of a bamboo mat with shadows,a close up of a bamboo mat with light shining on it,a close up of a bamboo mat with light shining on it
C:/D/VQA/IC/images/abstract_64572.jpg,abstract_64572.jpg,0.308823526,a black and white photo of some metal bars,a black and white photo of metal bars in a stairwell,a black and white photo of metal bars in a stairwell
C:/D/VQA/IC/images/abstract_64769.jpg,abstract_64769.jpg,0.132352948,a close up of a metal rack on a blue surface,a close up of some metal wire on a blue surface,a close up of some metal wire on a blue surface
C:/D/VQA/IC/images/abstract_64801.jpg,abstract_64801.jpg,0.367647052,a black and white photo of a reserved parking sign,black and white photo of a reserved parking sign in front of a church,black and white photo of a reserved parking sign in front of a church
C:/D/VQA/IC/images/abstract_64954.jpg,abstract_64954.jpg,0.426470578,a close up of the side of a large black building,"A close up of the side of a train with lots of rivets and bolts on it, next to a street sign that reads 125th street in new y","A close up of the side of a train with lots of rivets and bolts on it, next to a street sign that reads 125th street in new y"
C:/D/VQA/IC/images/abstract_64972.jpg,abstract_64972.jpg,0.191176474,a close up of a pile of colorful plastic tubes,a bunch of colorful plastic straws stacked on top of each other,a bunch of colorful plastic straws stacked on top of each other
C:/D/VQA/IC/images/abstract_650364.jpg,abstract_650364.jpg,0.279411763,a newspaper lying in the snow next to a tree,a newspaper that is laying on the ground in the snow next to a small tree,a newspaper that is laying on the ground in the snow next to a small tree
C:/D/VQA/IC/images/abstract_650461.jpg,abstract_650461.jpg,0.205882356,a close up of a liquid in a cup,a black cup with a clear liquid in the middle of it and a small object floating on top of the liquid,a black cup with a clear liquid in the middle of it and a small object floating on top of the liquid
C:/D/VQA/IC/images/abstract_651128.jpg,abstract_651128.jpg,0.088235296,a golf ball sitting on top of a white table,a close up of a golf ball sitting on a table,a close up of a golf ball sitting on a table
C:/D/VQA/IC/images/abstract_65232.jpg,abstract_65232.jpg,0.588235319,a pile of traffic cones and barricades on the street,This photo was taken during the day time hours as evidenced by the sun light coming from the right hand side of the image frame. a bunch of yellow traffic lights,This photo was taken during the day time hours as evidenced by the sun light coming from the right hand side of the image frame. a bunch of yellow traffic lights
C:/D/VQA/IC/images/abstract_653028.jpg,abstract_653028.jpg,0.5,a close up of a building with many windows,a building that is made out of many different shapes and colors,a building that is made out of many different shapes and colors
C:/D/VQA/IC/images/abstract_653107.jpg,abstract_653107.jpg,0.397058815,a close up picture of a flower in a frame,"A close up view of the petals of a flower in pink, yellow and purple tones with a black border around it to give it an artistic look.","A close up view of the petals of a flower in pink, yellow and purple tones with a black border around it to give it an artistic look."
C:/D/VQA/IC/images/abstract_653337.jpg,abstract_653337.jpg,0.5,a fork and knife sitting on top of a rainbow colored plate,A pair of forks and knives sitting on top of colorful plastic utensil holders with a rainbow background.,A pair of forks and knives sitting on top of colorful plastic utensil holders with a rainbow background.
C:/D/VQA/IC/images/abstract_653875.jpg,abstract_653875.jpg,0.14705883,a silhouette of a fork on a red and blue background,"a silhouette of a fork on a red, blue and purple background","a silhouette of a fork on a red, blue and purple background"
C:/D/VQA/IC/images/abstract_655020.jpg,abstract_655020.jpg,0.441176474,an abstract image of an explosion in the sky,an abstract image of a sunburst with red and yellow colors in the center,an abstract image of a sunburst with red and yellow colors in the center
C:/D/VQA/IC/images/abstract_65617.jpg,abstract_65617.jpg,0.279411763,a group of docks in a body of water,a row of docks in the middle of a large body of water,a row of docks in the middle of a large body of water
C:/D/VQA/IC/images/abstract_65633.jpg,abstract_65633.jpg,0.132352948,a clear glass sitting on top of an orange surface,a close up of a clear glass on an orange background,a close up of a clear glass on an orange background
C:/D/VQA/IC/images/abstract_656781.jpg,abstract_656781.jpg,0.029411765,a blurry picture of a glass of water on a table,a blurry image of a yellow object in a dark room,a blurry image of a yellow object in a dark room
C:/D/VQA/IC/images/abstract_656815.jpg,abstract_656815.jpg,0.323529422,a blurry picture of a man standing on a train platform,a blurry image of a subway train passing through a station,a blurry image of a subway train passing through a station
C:/D/VQA/IC/images/abstract_65683.jpg,abstract_65683.jpg,0.514705896,a spinning carnival ride with lights at night,a carnival ride is spinning in the dark with lights on it,a carnival ride is spinning in the dark with lights on it
C:/D/VQA/IC/images/abstract_656967.jpg,abstract_656967.jpg,0.308823526,a blurry picture of birds flying over a body of water,"a blurry image of birds flying over a body of water with trees and bushes in the background, it looks like they are going to land on the water or take off from the water","a blurry image of birds flying over a body of water with trees and bushes in the background, it looks like they are going to land on the water or take off from the water"
C:/D/VQA/IC/images/abstract_657087.jpg,abstract_657087.jpg,0.279411763,a pack of cigarettes sitting on top of a table,a pack of cigarettes sitting on top of a table,a pack of cigarettes sitting on top of a table
C:/D/VQA/IC/images/abstract_65873.jpg,abstract_65873.jpg,0.338235289,a bowl filled with slices of red tomatoes,"In the bottom of the bowl is a small amount of white powdery substance that appears to be sugar or some other type of sweetener, but it's hard","In the bottom of the bowl is a small amount of white powdery substance that appears to be sugar or some other type of sweetener, but it's hard"
C:/D/VQA/IC/images/abstract_659305.jpg,abstract_659305.jpg,0.117647059,a close up of barbed wire with snow on it,a close up of barbed wire with snow on it,a close up of barbed wire with snow on it
C:/D/VQA/IC/images/abstract_660182.jpg,abstract_660182.jpg,0.397058815,a black and white photo of a metal surface,black and white photo of a metal grate with diamond shaped tiles on the surface,black and white photo of a metal grate with diamond shaped tiles on the surface
C:/D/VQA/IC/images/abstract_660602.jpg,abstract_660602.jpg,0.573529422,a shoe rack with many different types of shoes,a bunch of shoes sitting on top of each other in red cylindrical shelves with white soles and black laces,a bunch of shoes sitting on top of each other in red cylindrical shelves with white soles and black laces
C:/D/VQA/IC/images/abstract_661090.jpg,abstract_661090.jpg,0.279411763,a yellow object is being dropped into a pool of water,"A banana is being dropped into a pool of water with splashes and bubbles around it, as if it's been sliced in half by a knife or some other","A banana is being dropped into a pool of water with splashes and bubbles around it, as if it's been sliced in half by a knife or some other"
C:/D/VQA/IC/images/abstract_661815.jpg,abstract_661815.jpg,0.220588237,a small boat floating on top of the water,a small boat in the middle of a large body of water with yellow ripples on the surface,a small boat in the middle of a large body of water with yellow ripples on the surface
C:/D/VQA/IC/images/abstract_66225.jpg,abstract_66225.jpg,0.088235296,a bright yellow circle of light against a black background,a yellow circle is spinning in front of a black background,a yellow circle is spinning in front of a black background
C:/D/VQA/IC/images/abstract_66321.jpg,abstract_66321.jpg,0.308823526,a group of apples and oranges sitting on a table,an apple with a bite taken out of it is surrounded by other apples and oranges on a white background,an apple with a bite taken out of it is surrounded by other apples and oranges on a white background
C:/D/VQA/IC/images/abstract_66381.jpg,abstract_66381.jpg,0.382352948,a close up of a fishing reel and a fly,a close up of a fishing reel and some feathers,a close up of a fishing reel and some feathers
C:/D/VQA/IC/images/abstract_66382.jpg,abstract_66382.jpg,0.25,a close up of a bunch of orange tubes,a bunch of orange tubes laying on top of each other,a bunch of orange tubes laying on top of each other
C:/D/VQA/IC/images/abstract_663831.jpg,abstract_663831.jpg,0.235294119,a close up of a blue liquid with bubbles in it,a close up of blue water with bubbles in it,a close up of blue water with bubbles in it
C:/D/VQA/IC/images/abstract_66437.jpg,abstract_66437.jpg,0.294117659,a close up picture of some orange colored flowers,a close up of some orange and red flowers,a close up of some orange and red flowers
C:/D/VQA/IC/images/abstract_66442.jpg,abstract_66442.jpg,0.367647052,a close up of a bottle of orange cream soda,a bottle of orange cream soda from stewart's ice cream,a bottle of orange cream soda from stewart's ice cream
C:/D/VQA/IC/images/abstract_664446.jpg,abstract_664446.jpg,0.323529422,a black and white photo of a woman's eye,a close up of a woman's eye with mascara and eyelashes on the lashes,a close up of a woman's eye with mascara and eyelashes on the lashes
C:/D/VQA/IC/images/abstract_664778.jpg,abstract_664778.jpg,0.691176474,a yellow bird sitting on a tree with pink flowers,a yellow bird sits in the middle of a tree with pink blossoms on it's limbs and trunk,a yellow bird sits in the middle of a tree with pink blossoms on it's limbs and trunk
C:/D/VQA/IC/images/abstract_665010.jpg,abstract_665010.jpg,0.514705896,a close up of a bunch of copper wire,a close up of copper wire that is being wound around each other,a close up of copper wire that is being wound around each other
C:/D/VQA/IC/images/abstract_66589.jpg,abstract_66589.jpg,0.338235289,a blurry image of a person jumping in the air,a person is jumping in the air with a frisbee in their hand,a person is jumping in the air with a frisbee in their hand
C:/D/VQA/IC/images/abstract_667861.jpg,abstract_667861.jpg,0.235294119,a picture of the reflection of the sky in the water,a close up of some water that is reflecting the sunlight on it's surface at twilight time,a close up of some water that is reflecting the sunlight on it's surface at twilight time
C:/D/VQA/IC/images/abstract_668226.jpg,abstract_668226.jpg,0.117647059,a blurry image of a man standing in front of a wall,a blurry image of a man standing in front of an orange background,a blurry image of a man standing in front of an orange background
C:/D/VQA/IC/images/abstract_668284.jpg,abstract_668284.jpg,0.5,a blue and white background with squares and lines,"a close up of blue and white squares arranged in an abstract pattern on a black background, with one large square in the center that appears to be different from the others","a close up of blue and white squares arranged in an abstract pattern on a black background, with one large square in the center that appears to be different from the others"
C:/D/VQA/IC/images/abstract_669269.jpg,abstract_669269.jpg,0.485294104,an image of a wind turbine on a cloudy day,a picture of a windmill in the middle of a field with some clouds in the sky above it,a picture of a windmill in the middle of a field with some clouds in the sky above it
C:/D/VQA/IC/images/abstract_670114.jpg,abstract_670114.jpg,0.279411763,a dark forest at night with glowing green smoke,an image of a dark forest with glowing green smoke in the air,an image of a dark forest with glowing green smoke in the air
C:/D/VQA/IC/images/abstract_671199.jpg,abstract_671199.jpg,0.397058815,a close up of a bunch of pencils arranged in a spiral,a close up view of many pencils laying on top of each other,a close up view of many pencils laying on top of each other
C:/D/VQA/IC/images/abstract_672195.jpg,abstract_672195.jpg,0.279411763,a blurry image of an eye in an orange room,a blurry photo of an eye in the middle of a brightly lit room,a blurry photo of an eye in the middle of a brightly lit room
C:/D/VQA/IC/images/abstract_673545.jpg,abstract_673545.jpg,0.441176474,a close up of chess pieces on a chess board,a group of clear chess pieces sitting on top of a glass table,a group of clear chess pieces sitting on top of a glass table
C:/D/VQA/IC/images/abstract_67378.jpg,abstract_67378.jpg,0.5,a reflection of a building and a tower in a window,a reflection of a tall building in the rear view mirror of a vehicle,a reflection of a tall building in the rear view mirror of a vehicle
C:/D/VQA/IC/images/abstract_674188.jpg,abstract_674188.jpg,0.470588237,a black and white photo of a bird in a cage,"a black and white photo of a bird in a wire cage with an apple in it's beak, on a gray background","a black and white photo of a bird in a wire cage with an apple in it's beak, on a gray background"
C:/D/VQA/IC/images/abstract_675784.jpg,abstract_675784.jpg,0.352941185,a cat sitting on the floor in a room,a cat sitting on the floor in front of a doorway,a cat sitting on the floor in front of a doorway
C:/D/VQA/IC/images/abstract_676747.jpg,abstract_676747.jpg,0.397058815,a large metal sculpture of a heart against a blue sky,there is a large metal sculpture in front of a cloudy sky with the sun shining through it's openings,there is a large metal sculpture in front of a cloudy sky with the sun shining through it's openings
C:/D/VQA/IC/images/abstract_679328.jpg,abstract_679328.jpg,0.235294119,an image of the earth and other objects in space,"an image of the earth floating in space with other planets and stars around it, including a comet or asteroid coming towards it from the bottom right corner","an image of the earth floating in space with other planets and stars around it, including a comet or asteroid coming towards it from the bottom right corner"
C:/D/VQA/IC/images/abstract_679928.jpg,abstract_679928.jpg,0.426470578,a bird sitting on the ground next to some leaves,a black cat sitting in the middle of a brick walkway with green leaves on it,a black cat sitting in the middle of a brick walkway with green leaves on it
C:/D/VQA/IC/images/abstract_68008.jpg,abstract_68008.jpg,0.397058815,a blurry image of a spinning colorful object in the sky,a blurry image of colorful spinning wheels on a blue background,a blurry image of colorful spinning wheels on a blue background
C:/D/VQA/IC/images/abstract_68189.jpg,abstract_68189.jpg,0.352941185,a close up of a propeller and its reflection,"a close up of an airplane propeller with the reflection of a landscape in it's blades and spinner, on a blue cloth background","a close up of an airplane propeller with the reflection of a landscape in it's blades and spinner, on a blue cloth background"
C:/D/VQA/IC/images/abstract_682840.jpg,abstract_682840.jpg,0.411764711,a black and white photo of a man's feet and a remote control,a person laying down with their feet on the ground next to a remote control and a cell phone in a black and white photo,a person laying down with their feet on the ground next to a remote control and a cell phone in a black and white photo
C:/D/VQA/IC/images/abstract_683847.jpg,abstract_683847.jpg,0.352941185,a light shining in the middle of a canyon,a beam of light shines through a canyon in the middle of the night,a beam of light shines through a canyon in the middle of the night
C:/D/VQA/IC/images/abstract_68402.jpg,abstract_68402.jpg,0.661764681,a large glass dome with lights on top,a circular glass dome with lights on it in the middle of a building at night,a circular glass dome with lights on it in the middle of a building at night
C:/D/VQA/IC/images/abstract_68449.jpg,abstract_68449.jpg,0.235294119,a close up of a tire on a white car,a close up of a tire on a white car with the word blues written on it in blue paint,a close up of a tire on a white car with the word blues written on it in blue paint
C:/D/VQA/IC/images/abstract_685129.jpg,abstract_685129.jpg,0.691176474,a black background with a lot of sparkles,"gold and silver confetti falling on a black background with glittering sparkles in slow motion stock video footage 1080p & 4k royalty free hd video clips, high definition stock footage shutterstock","gold and silver confetti falling on a black background with glittering sparkles in slow motion stock video footage 1080p & 4k royalty free hd video clips, high definition stock footage shutterstock"
C:/D/VQA/IC/images/abstract_686329.jpg,abstract_686329.jpg,0.573529422,a close up view of a peacock's tail feathers,a close up view of the backside of a peacock's feathers,a close up view of the backside of a peacock's feathers
C:/D/VQA/IC/images/abstract_68686.jpg,abstract_68686.jpg,0.558823526,a picture of a model of a machine on a wall,"A set of paper cut outs depicting the parts of a bicycle and other objects on a tan background with a light shining from behind it, creates a silhouette effect against","A set of paper cut outs depicting the parts of a bicycle and other objects on a tan background with a light shining from behind it, creates a silhouette effect against"
C:/D/VQA/IC/images/abstract_68747.jpg,abstract_68747.jpg,0.308823526,a close up of a piece of machinery with gears,"a close up shot of a sewing machine's gears and cogwheels, on a white surface with a blurred reflection in the background behind it","a close up shot of a sewing machine's gears and cogwheels, on a white surface with a blurred reflection in the background behind it"
C:/D/VQA/IC/images/abstract_689999.jpg,abstract_689999.jpg,0.514705896,a close up of a gold and black clock face,"a close up of the face of a clock with gold and silver accents on it's dials, showing the time to be 10:25","a close up of the face of a clock with gold and silver accents on it's dials, showing the time to be 10:25"
C:/D/VQA/IC/images/abstract_690518.jpg,abstract_690518.jpg,0.117647059,a black and white photograph of a concrete wall,a black and white photo of the side of a concrete wall,a black and white photo of the side of a concrete wall
C:/D/VQA/IC/images/abstract_690983.jpg,abstract_690983.jpg,0.176470593,a close up of a green plant with a blurry background,a close up of a grass stalk with blurry trees in the background,a close up of a grass stalk with blurry trees in the background
C:/D/VQA/IC/images/abstract_691530.jpg,abstract_691530.jpg,0.455882341,a black and white photograph of a dandelion,black and white photograph of a dandelion with many seeds on it,black and white photograph of a dandelion with many seeds on it
C:/D/VQA/IC/images/abstract_691584.jpg,abstract_691584.jpg,0.632352948,a pile of shoes sitting on top of a street,a pile of shoes sitting next to each other on the pavement,a pile of shoes sitting next to each other on the pavement
C:/D/VQA/IC/images/abstract_692744.jpg,abstract_692744.jpg,0.5,a close up shot of a car's headlight on a dark background,a close up of a car's headlight with the light shining on it,a close up of a car's headlight with the light shining on it
C:/D/VQA/IC/images/abstract_693080.jpg,abstract_693080.jpg,0.044117648,a picture of a light bulb with a black background,a close up of a light bulb on a black background,a close up of a light bulb on a black background
C:/D/VQA/IC/images/abstract_69318.jpg,abstract_69318.jpg,0.485294104,a view of a neighborhood through a window,a view of a street through a window in the middle of a residential neighborhood,a view of a street through a window in the middle of a residential neighborhood
C:/D/VQA/IC/images/abstract_696700.jpg,abstract_696700.jpg,0.191176474,a close up of a white piece of metal,a close up of a piece of furniture with rust on it,a close up of a piece of furniture with rust on it
C:/D/VQA/IC/images/abstract_697940.jpg,abstract_697940.jpg,0.514705896,an open book with a dead flower in it,an open book with a flower and bugs on the pages of it,an open book with a flower and bugs on the pages of it
C:/D/VQA/IC/images/abstract_698901.jpg,abstract_698901.jpg,0.411764711,a close up view of the inside of a wine glass,a close up of the inside of a wine glass on a green tablecloth,a close up of the inside of a wine glass on a green tablecloth
C:/D/VQA/IC/images/abstract_69951.jpg,abstract_69951.jpg,0.455882341,a close up of the front of a red truck,"a close up of the front end of a red and yellow semi-truck with a fire hydrant in the foreground, reflecting in the truck's windshield","a close up of the front end of a red and yellow semi-truck with a fire hydrant in the foreground, reflecting in the truck's windshield"
C:/D/VQA/IC/images/abstract_699728.jpg,abstract_699728.jpg,0.044117648,a black and white photo of a cat sitting in the dark,"A black and white photo of a cat sitting in the dark with a light shining down on it's face from an unseen source, such as a flashlight or lens","A black and white photo of a cat sitting in the dark with a light shining down on it's face from an unseen source, such as a flashlight or lens"
C:/D/VQA/IC/images/abstract_700782.jpg,abstract_700782.jpg,0.264705896,a glass sitting on top of a wooden table,a glass sitting on top of a table with light shining through it,a glass sitting on top of a table with light shining through it
C:/D/VQA/IC/images/abstract_701299.jpg,abstract_701299.jpg,0.264705896,a glass of water with a small amount of liquid in it,"The image shows a glass of water with a small amount of oil floating in the middle of it, being poured into another glass by a person holding a spoon.","The image shows a glass of water with a small amount of oil floating in the middle of it, being poured into another glass by a person holding a spoon."
C:/D/VQA/IC/images/abstract_70268.jpg,abstract_70268.jpg,0.205882356,a silhouette of two people toasting with wine glasses,two people toasting with wine glasses in silhouette against a white background,two people toasting with wine glasses in silhouette against a white background
C:/D/VQA/IC/images/abstract_706654.jpg,abstract_706654.jpg,0.338235289,a blue tray topped with a hot dog and bread,a blue tray with two plates of food and a heart shaped sausage on one plate,a blue tray with two plates of food and a heart shaped sausage on one plate
C:/D/VQA/IC/images/abstract_706670.jpg,abstract_706670.jpg,0.397058815,a black and white photo of a boardwalk over a marsh,a black and white photograph of a boardwalk in the middle of a marshy area,a black and white photograph of a boardwalk in the middle of a marshy area
C:/D/VQA/IC/images/abstract_70704.jpg,abstract_70704.jpg,0.455882341,a large metal structure with clouds in the background,a view of the underside of a clock tower with clouds in the background,a view of the underside of a clock tower with clouds in the background
C:/D/VQA/IC/images/abstract_710876.jpg,abstract_710876.jpg,0.352941185,a purple light in the middle of a black room,The image was taken using long exposure photography technique which captures the movement of the lights over a period of time rather than just a single snapshot.,The image was taken using long exposure photography technique which captures the movement of the lights over a period of time rather than just a single snapshot.
C:/D/VQA/IC/images/abstract_711278.jpg,abstract_711278.jpg,0.161764711,a close up of a blue and white flower,a close up of a purple and white flower with blurry background,a close up of a purple and white flower with blurry background
C:/D/VQA/IC/images/abstract_711468.jpg,abstract_711468.jpg,0.617647052,a view of a train station with a large glass roof,the ceiling of an airport terminal is decorated with glass panels,the ceiling of an airport terminal is decorated with glass panels
C:/D/VQA/IC/images/abstract_712604.jpg,abstract_712604.jpg,0.264705896,black and white photo of a wooden box filled with coins,black and white photo of a wooden box with coins in it,black and white photo of a wooden box with coins in it
C:/D/VQA/IC/images/abstract_712808.jpg,abstract_712808.jpg,0.573529422,a black and white photograph of broken glass,a black and white photograph of a cracked glass surface,a black and white photograph of a cracked glass surface
C:/D/VQA/IC/images/abstract_712852.jpg,abstract_712852.jpg,0.294117659,a black and white photo of some stairs,a black and white photo of stairs with triangular shaped pieces on the floor,a black and white photo of stairs with triangular shaped pieces on the floor
C:/D/VQA/IC/images/abstract_712958.jpg,abstract_712958.jpg,0.485294104,a black and white photo of some ice,a black and white photo of ice crystals on the ground,a black and white photo of ice crystals on the ground
C:/D/VQA/IC/images/abstract_713960.jpg,abstract_713960.jpg,0.264705896,a close up of a sculpture that is made out of metal,An abstract sculpture made of black triangles on a reflective surface with the reflection of another sculpture in the background. Some sort of shiny object in the foreground that is not,An abstract sculpture made of black triangles on a reflective surface with the reflection of another sculpture in the background. Some sort of shiny object in the foreground that is not
C:/D/VQA/IC/images/abstract_714052.jpg,abstract_714052.jpg,0.352941185,a black and white picture of a clock on a wall,"a black and white photo of the ceiling of a building with lighting fixtures on the ceiling, lights on the walls, and a clock in the center of the ceiling","a black and white photo of the ceiling of a building with lighting fixtures on the ceiling, lights on the walls, and a clock in the center of the ceiling"
C:/D/VQA/IC/images/abstract_714271.jpg,abstract_714271.jpg,0.14705883,a black and white photo of a hammer with spikes,a black and white photo of a hammer with metal spikes on the end,a black and white photo of a hammer with metal spikes on the end
C:/D/VQA/IC/images/abstract_714326.jpg,abstract_714326.jpg,0.235294119,a close up of a zebra's black and white stripes,a close up of the stripes on a zebra's back,a close up of the stripes on a zebra's back
C:/D/VQA/IC/images/abstract_714407.jpg,abstract_714407.jpg,0.279411763,a black and white photo of two candles in a mirror,a black and white photo of two candles in front of a mirror with silk draped on the floor behind them,a black and white photo of two candles in front of a mirror with silk draped on the floor behind them
C:/D/VQA/IC/images/abstract_714449.jpg,abstract_714449.jpg,0.191176474,a black and white image of several golf balls,a black and white image of several golf balls in the dark,a black and white image of several golf balls in the dark
C:/D/VQA/IC/images/abstract_714469.jpg,abstract_714469.jpg,0,a black and white photo of a white rectangle,a black and white photo of an apple with a white background,a black and white photo of an apple with a white background
C:/D/VQA/IC/images/abstract_714481.jpg,abstract_714481.jpg,0.558823526,a black and white photo of salt and pepper,a black and white photo of salt and pepper on a table,a black and white photo of salt and pepper on a table
C:/D/VQA/IC/images/abstract_714537.jpg,abstract_714537.jpg,0.14705883,a black and white photo of a spider web,a black and white photo of spider webs on a fence,a black and white photo of spider webs on a fence
C:/D/VQA/IC/images/abstract_714540.jpg,abstract_714540.jpg,0.470588237,a black and white photograph of a chess board,a black and white photo of a chess board with some pieces on it,a black and white photo of a chess board with some pieces on it
C:/D/VQA/IC/images/abstract_714675.jpg,abstract_714675.jpg,0.220588237,a black and white photo of a bird in flight,a black and white photo of a bird flying over the water,a black and white photo of a bird flying over the water
C:/D/VQA/IC/images/abstract_71809.jpg,abstract_71809.jpg,0.235294119,a pair of scissors sitting on top of a table,a pair of scissors that are in front of another pair of scissors,a pair of scissors that are in front of another pair of scissors
C:/D/VQA/IC/images/abstract_719146.jpg,abstract_719146.jpg,0.294117659,a black and white photo of a plant with flowers,a black and white photo of some flowers,a black and white photo of some flowers
C:/D/VQA/IC/images/abstract_721313.jpg,abstract_721313.jpg,0.470588237,a close up of a bunch of blue and red balls,a multitude of blue and red balls on a colorful background,a multitude of blue and red balls on a colorful background
C:/D/VQA/IC/images/abstract_725064.jpg,abstract_725064.jpg,0.632352948,a group of fish swimming in a pond together,a group of colorful fish swimming in the water,a group of colorful fish swimming in the water
C:/D/VQA/IC/images/abstract_725785.jpg,abstract_725785.jpg,0.54411763,a table is set with place settings and a candle,"A table is set with napkins, silverware, glasses and a candle in an old fashioned lantern on the center of the table. some of the utens","A table is set with napkins, silverware, glasses and a candle in an old fashioned lantern on the center of the table. some of the utens"
C:/D/VQA/IC/images/abstract_725988.jpg,abstract_725988.jpg,0.382352948,a close up view of a net with red lights on it,"a close up of a red mesh fence with green lighting on the other side, and an orange ball in the middle","a close up of a red mesh fence with green lighting on the other side, and an orange ball in the middle"
C:/D/VQA/IC/images/abstract_725991.jpg,abstract_725991.jpg,0.441176474,a woman screaming with her mouth wide open,"a close up of a person with their mouth open and toothbrushes in the background, it looks like an abstract art piece","a close up of a person with their mouth open and toothbrushes in the background, it looks like an abstract art piece"
C:/D/VQA/IC/images/abstract_726012.jpg,abstract_726012.jpg,0.441176474,a picture of a fire hydrant with water coming out of it,a water fountain that is spraying water into the air,a water fountain that is spraying water into the air
C:/D/VQA/IC/images/abstract_726020.jpg,abstract_726020.jpg,0.352941185,a picture of a vase with flowers in it,a bunch of flowers in a vase on top of a table,a bunch of flowers in a vase on top of a table
C:/D/VQA/IC/images/abstract_726050.jpg,abstract_726050.jpg,0.691176474,an image of a fallen tree covered in red leaves,a tree stump with red leaves and pine needles on the ground in front of it,a tree stump with red leaves and pine needles on the ground in front of it
C:/D/VQA/IC/images/abstract_726051.jpg,abstract_726051.jpg,0.294117659,a close up of a grill with red and yellow flames,a close up of a grill with flames coming out of it's top,a close up of a grill with flames coming out of it's top
C:/D/VQA/IC/images/abstract_726089.jpg,abstract_726089.jpg,0.367647052,a close up of a red and white chevrolet emblem,a close up of a red chevrolet emblem on the hood of a car,a close up of a red chevrolet emblem on the hood of a car
C:/D/VQA/IC/images/abstract_726988.jpg,abstract_726988.jpg,0.602941155,a spider sits in the center of its web,a spider's web is shown with the sun shining through it,a spider's web is shown with the sun shining through it
C:/D/VQA/IC/images/abstract_72720.jpg,abstract_72720.jpg,0.558823526,a photo of a tree with green leaves on it,a close up view of some green leaves on a tree,a close up view of some green leaves on a tree
C:/D/VQA/IC/images/abstract_72834.jpg,abstract_72834.jpg,0.558823526,water droplets on a glass surface,a close up view of water droplets on the surface of a metal object,a close up view of water droplets on the surface of a metal object
C:/D/VQA/IC/images/abstract_72844.jpg,abstract_72844.jpg,0.25,a black and white painting with red dots on it,a black and white picture of a pair of scissors with red dots on the handle,a black and white picture of a pair of scissors with red dots on the handle
C:/D/VQA/IC/images/abstract_730815.jpg,abstract_730815.jpg,0.411764711,three cans of coca cola and pepsi on a black surface,three cans of coca cola and pepsi sitting next to each other,three cans of coca cola and pepsi sitting next to each other
C:/D/VQA/IC/images/abstract_731186.jpg,abstract_731186.jpg,0.279411763,a shopping cart sitting in the middle of a parking lot,An empty shopping cart sits in a parking garage with a skateboard on top of it and a man standing next to it holding a cell phone up to take a,An empty shopping cart sits in a parking garage with a skateboard on top of it and a man standing next to it holding a cell phone up to take a
C:/D/VQA/IC/images/abstract_73143.jpg,abstract_73143.jpg,0.352941185,a reflection of a blue and orange sign in a window,the reflection of a blue and orange sign on a glass wall,the reflection of a blue and orange sign on a glass wall
C:/D/VQA/IC/images/abstract_73261.jpg,abstract_73261.jpg,0.323529422,a close up of water droplets on a glass surface,Bubbles in a glass filled with water and ice cubes are sitting on top of the surface of the water. Some of the bubbles look like they are going,Bubbles in a glass filled with water and ice cubes are sitting on top of the surface of the water. Some of the bubbles look like they are going
C:/D/VQA/IC/images/abstract_73307.jpg,abstract_73307.jpg,0.588235319,a black and white photograph of a rock formation,a black and white photo of an ice covered mountain,a black and white photo of an ice covered mountain
